04-21-2025 15:13:43 RAM 1557/6855MB (lfb 13x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,25%@1420,66%@1420,58%@1420,25%@1420,100%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 7331mW/7331mW VDD_CPU_GPU_CV 2371mW/2371mW VDD_SOC 1469mW/1469mW
04-21-2025 15:14:06 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,23%@1420,16%@1414,0%@1420,100%@1417,0%@1417] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6338mW/6472mW VDD_CPU_GPU_CV 1758mW/1819mW VDD_SOC 1388mW/1390mW
04-21-2025 15:14:07 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1419,18%@1421,41%@1417,27%@1420,100%@1420,36%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6461mW/6472mW VDD_CPU_GPU_CV 1881mW/1820mW VDD_SOC 1388mW/1390mW
04-21-2025 15:14:07 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1424,18%@1423,18%@1420,81%@1420,100%@1420,30%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6594mW/6473mW VDD_CPU_GPU_CV 2003mW/1821mW VDD_SOC 1388mW/1390mW
04-21-2025 15:14:07 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,10%@1420,9%@1420,91%@1421,100%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6676mW/6474mW VDD_CPU_GPU_CV 2085mW/1822mW VDD_SOC 1388mW/1390mW
04-21-2025 15:14:07 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1420,8%@1419,23%@1419,38%@1420,100%@1419,7%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6635mW/6475mW VDD_CPU_GPU_CV 2003mW/1823mW VDD_SOC 1388mW/1390mW
04-21-2025 15:14:07 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [83%@1420,64%@1420,76%@1420,63%@1420,84%@1420,83%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6922mW/6477mW VDD_CPU_GPU_CV 2290mW/1825mW VDD_SOC 1388mW/1390mW
04-21-2025 15:14:07 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [83%@1420,75%@1420,80%@1420,60%@1420,40%@1420,90%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 7127mW/6480mW VDD_CPU_GPU_CV 2412mW/1828mW VDD_SOC 1429mW/1390mW
04-21-2025 15:14:07 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [44%@1420,40%@1420,26%@1420,27%@1421,58%@1420,66%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 7127mW/6483mW VDD_CPU_GPU_CV 2371mW/1830mW VDD_SOC 1429mW/1390mW
04-21-2025 15:14:08 RAM 1864/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [41%@1419,46%@1420,45%@1420,50%@1420,38%@1421,83%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 7168mW/6486mW VDD_CPU_GPU_CV 2412mW/1833mW VDD_SOC 1429mW/1390mW
04-21-2025 15:14:08 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [38%@1420,100%@1420,8%@1420,0%@1417,45%@1420,84%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 7127mW/6489mW VDD_CPU_GPU_CV 2412mW/1836mW VDD_SOC 1429mW/1390mW
04-21-2025 15:14:08 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [45%@1420,100%@1420,9%@1421,16%@1419,27%@1414,66%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@41.1C AO@40C GPU@40C PMIC@50C VDD_IN 7045mW/6492mW VDD_CPU_GPU_CV 2371mW/1838mW VDD_SOC 1429mW/1391mW
04-21-2025 15:14:08 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1422,100%@1420,27%@1420,38%@1419,53%@1420,41%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 7086mW/6495mW VDD_CPU_GPU_CV 2371mW/1841mW VDD_SOC 1429mW/1391mW
04-21-2025 15:14:08 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,100%@1420,50%@1419,50%@1420,27%@1420,30%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 7086mW/6497mW VDD_CPU_GPU_CV 2371mW/1843mW VDD_SOC 1429mW/1391mW
04-21-2025 15:14:08 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [50%@1418,100%@1420,25%@1420,84%@1420,18%@1419,18%@1414] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@41.1C AO@40C GPU@40.5C PMIC@50C VDD_IN 7086mW/6500mW VDD_CPU_GPU_CV 2371mW/1846mW VDD_SOC 1429mW/1391mW
04-21-2025 15:14:08 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,100%@1416,10%@1420,36%@1419,9%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6952mW/6502mW VDD_CPU_GPU_CV 2290mW/1848mW VDD_SOC 1429mW/1391mW
04-21-2025 15:14:08 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1419,100%@1416,7%@1420,0%@1420,16%@1420,9%@1422] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6747mW/6503mW VDD_CPU_GPU_CV 2126mW/1849mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1419,0%@1417,0%@1419,9%@1419,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6594mW/6504mW VDD_CPU_GPU_CV 1963mW/1849mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1418,100%@1419,0%@1420,0%@1420,16%@1420,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@40C GPU@40.5C PMIC@50C VDD_IN 6461mW/6503mW VDD_CPU_GPU_CV 1881mW/1850mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1419,100%@1421,0%@1419,0%@1420,0%@1421,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6379mW/6503mW VDD_CPU_GPU_CV 1799mW/1849mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1416,0%@1420,0%@1420,9%@1419,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@40C GPU@40.5C PMIC@50C VDD_IN 6297mW/6502mW VDD_CPU_GPU_CV 1758mW/1849mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1417,0%@1417,0%@1419,9%@1421,0%@1422] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@40C GPU@40.5C PMIC@50C VDD_IN 6257mW/6501mW VDD_CPU_GPU_CV 1717mW/1848mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [36%@1420,100%@1420,8%@1420,0%@1421,0%@1420,25%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6266mW/6500mW VDD_CPU_GPU_CV 1676mW/1848mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1418,0%@1420,0%@1416,9%@1416,23%@1411] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6266mW/6499mW VDD_CPU_GPU_CV 1676mW/1847mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1420,9%@1420,0%@1424,0%@1424,9%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6225mW/6498mW VDD_CPU_GPU_CV 1676mW/1846mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:09 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1417,100%@1420,8%@1420,0%@1419,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@40C GPU@40.5C PMIC@50C VDD_IN 6216mW/6496mW VDD_CPU_GPU_CV 1635mW/1845mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [20%@1420,100%@1420,8%@1420,0%@1420,18%@1417,8%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6225mW/6495mW VDD_CPU_GPU_CV 1635mW/1844mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1418,100%@1420,9%@1420,9%@1419,9%@1420,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@41.1C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6494mW VDD_CPU_GPU_CV 1635mW/1843mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1420,100%@1421,9%@1420,0%@1418,0%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6492mW VDD_CPU_GPU_CV 1635mW/1842mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,100%@1420,0%@1421,8%@1419,18%@1419,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6491mW VDD_CPU_GPU_CV 1635mW/1842mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1420,0%@1417,9%@1420,16%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6184mW/6490mW VDD_CPU_GPU_CV 1635mW/1841mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [41%@1420,100%@1418,9%@1418,0%@1420,16%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6488mW VDD_CPU_GPU_CV 1635mW/1840mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [20%@1420,100%@1413,0%@1419,8%@1420,25%@1419,10%@1424] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6216mW/6487mW VDD_CPU_GPU_CV 1635mW/1839mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1860/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,100%@1420,0%@1420,9%@1418,9%@1418,15%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6175mW/6486mW VDD_CPU_GPU_CV 1635mW/1838mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:10 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1420,100%@1419,9%@1420,0%@1420,9%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40C PMIC@50C VDD_IN 6175mW/6485mW VDD_CPU_GPU_CV 1635mW/1837mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1419,0%@1419,8%@1421,16%@1419,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6483mW VDD_CPU_GPU_CV 1635mW/1836mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1421,100%@1416,9%@1419,0%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6184mW/6482mW VDD_CPU_GPU_CV 1635mW/1835mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1415,100%@1420,0%@1419,0%@1420,0%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6481mW VDD_CPU_GPU_CV 1635mW/1835mW VDD_SOC 1388mW/1391mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1419,0%@1420,9%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40C PMIC@50C VDD_IN 6144mW/6479mW VDD_CPU_GPU_CV 1594mW/1834mW VDD_SOC 1347mW/1391mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1420,8%@1419,9%@1420,8%@1420,16%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6478mW VDD_CPU_GPU_CV 1594mW/1833mW VDD_SOC 1347mW/1391mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1415,100%@1419,9%@1419,8%@1419,0%@1419,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6184mW/6477mW VDD_CPU_GPU_CV 1635mW/1832mW VDD_SOC 1347mW/1390mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,100%@1417,9%@1420,15%@1420,9%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6475mW VDD_CPU_GPU_CV 1635mW/1831mW VDD_SOC 1347mW/1390mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1417,100%@1420,8%@1419,0%@1420,9%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6474mW VDD_CPU_GPU_CV 1635mW/1830mW VDD_SOC 1347mW/1390mW
04-21-2025 15:14:11 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1421,0%@1419,15%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40C PMIC@50C VDD_IN 6175mW/6473mW VDD_CPU_GPU_CV 1635mW/1829mW VDD_SOC 1347mW/1390mW
04-21-2025 15:14:12 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1421,100%@1421,0%@1420,0%@1419,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40C PMIC@50C VDD_IN 6144mW/6472mW VDD_CPU_GPU_CV 1635mW/1829mW VDD_SOC 1347mW/1390mW
04-21-2025 15:14:12 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1421,100%@1414,0%@1419,8%@1420,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6144mW/6470mW VDD_CPU_GPU_CV 1594mW/1828mW VDD_SOC 1388mW/1390mW
04-21-2025 15:14:12 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,100%@1420,16%@1420,8%@1420,0%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6144mW/6469mW VDD_CPU_GPU_CV 1594mW/1827mW VDD_SOC 1347mW/1389mW
04-21-2025 15:14:12 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1421,100%@1420,15%@1420,0%@1420,23%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6134mW/6468mW VDD_CPU_GPU_CV 1594mW/1826mW VDD_SOC 1347mW/1389mW
04-21-2025 15:14:12 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1420,0%@1420,8%@1420,8%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 6144mW/6466mW VDD_CPU_GPU_CV 1594mW/1825mW VDD_SOC 1347mW/1389mW
04-21-2025 15:14:12 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [41%@1420,100%@1420,15%@1419,0%@1420,7%@1418,15%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6465mW VDD_CPU_GPU_CV 1635mW/1824mW VDD_SOC 1388mW/1389mW
04-21-2025 15:14:12 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [57%@1419,57%@1414,3%@1419,3%@1419,7%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6011mW/6463mW VDD_CPU_GPU_CV 1472mW/1823mW VDD_SOC 1347mW/1389mW
04-21-2025 15:14:13 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,0%@1420,0%@1417,7%@1418,8%@1415] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6011mW/6462mW VDD_CPU_GPU_CV 1472mW/1821mW VDD_SOC 1347mW/1389mW
04-21-2025 15:14:13 RAM 1864/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [0%@1420,100%@1419,0%@1419,0%@1420,0%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6052mW/6460mW VDD_CPU_GPU_CV 1513mW/1820mW VDD_SOC 1347mW/1389mW
04-21-2025 15:14:13 RAM 1863/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1416,100%@1420,9%@1420,9%@1420,0%@1418,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6062mW/6459mW VDD_CPU_GPU_CV 1513mW/1819mW VDD_SOC 1347mW/1388mW
04-21-2025 15:14:13 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1418,0%@1419,9%@1420,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6103mW/6457mW VDD_CPU_GPU_CV 1513mW/1818mW VDD_SOC 1347mW/1388mW
04-21-2025 15:14:13 RAM 1861/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1421,9%@1420,9%@1420,15%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.95C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6456mW VDD_CPU_GPU_CV 1554mW/1817mW VDD_SOC 1347mW/1388mW
04-21-2025 15:14:13 RAM 1862/6855MB (lfb 1x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,100%@1424,9%@1425,8%@1420,0%@1419,25%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6103mW/6454mW VDD_CPU_GPU_CV 1594mW/1816mW VDD_SOC 1347mW/1388mW
